observation_date,MORTGAGE30US
2010-01-07,5.09
2010-01-14,5.06
2010-01-21,4.99
2010-01-28,4.98
2010-02-04,5.01
2010-02-11,4.97
2010-02-18,4.93
2010-02-25,5.05
2010-03-04,4.97
2010-03-11,4.95
2010-03-18,4.96
2010-03-25,4.99
2010-04-01,5.08
2010-04-08,5.21
2010-04-15,5.07
2010-04-22,5.07
2010-04-29,5.06
2010-05-06,5.00
2010-05-13,4.93
2010-05-20,4.84
2010-05-27,4.78
2010-06-03,4.79
2010-06-10,4.72
2010-06-17,4.75
2010-06-24,4.69
2010-07-01,4.58
2010-07-08,4.57
2010-07-15,4.57
2010-07-22,4.56
2010-07-29,4.54
2010-08-05,4.49
2010-08-12,4.44
2010-08-19,4.42
2010-08-26,4.36
2010-09-02,4.32
2010-09-09,4.35
2010-09-16,4.37
2010-09-23,4.37
2010-09-30,4.32
2010-10-07,4.27
2010-10-14,4.19
2010-10-21,4.21
2010-10-28,4.23
2010-11-04,4.24
2010-11-11,4.17
2010-11-18,4.39
2010-11-24,4.40
2010-12-02,4.46
2010-12-09,4.61
2010-12-16,4.83
2010-12-23,4.81
2010-12-30,4.86
2011-01-06,4.77
2011-01-13,4.71
2011-01-20,4.74
2011-01-27,4.80
2011-02-03,4.81
2011-02-10,5.05
2011-02-17,5.00
2011-02-24,4.95
2011-03-03,4.87
2011-03-10,4.88
2011-03-17,4.76
2011-03-24,4.81
2011-03-31,4.86
2011-04-07,4.87
2011-04-14,4.91
2011-04-21,4.80
2011-04-28,4.78
2011-05-05,4.71
2011-05-12,4.63
2011-05-19,4.61
2011-05-26,4.60
2011-06-02,4.55
2011-06-09,4.49
2011-06-16,4.50
2011-06-23,4.50
2011-06-30,4.51
2011-07-07,4.60
2011-07-14,4.51
2011-07-21,4.52
2011-07-28,4.55
2011-08-04,4.39
2011-08-11,4.32
2011-08-18,4.15
2011-08-25,4.22
2011-09-01,4.22
2011-09-08,4.12
2011-09-15,4.09
2011-09-22,4.09
2011-09-29,4.01
2011-10-06,3.94
2011-10-13,4.12
2011-10-20,4.11
2011-10-27,4.10
2011-11-03,4.00
2011-11-10,3.99
2011-11-17,4.00
2011-11-23,3.98
2011-12-01,4.00
2011-12-08,3.99
2011-12-15,3.94
2011-12-22,3.91
2011-12-29,3.95
2012-01-05,3.91
2012-01-12,3.89
2012-01-19,3.88
2012-01-26,3.98
2012-02-02,3.87
2012-02-09,3.87
2012-02-16,3.87
2012-02-23,3.95
2012-03-01,3.90
2012-03-08,3.88
2012-03-15,3.92
2012-03-22,4.08
2012-03-29,3.99
2012-04-05,3.98
2012-04-12,3.88
2012-04-19,3.90
2012-04-26,3.88
2012-05-03,3.84
2012-05-10,3.83
2012-05-17,3.79
2012-05-24,3.78
2012-05-31,3.75
2012-06-07,3.67
2012-06-14,3.71
2012-06-21,3.66
2012-06-28,3.66
2012-07-05,3.62
2012-07-12,3.56
2012-07-19,3.53
2012-07-26,3.49
2012-08-02,3.55
2012-08-09,3.59
2012-08-16,3.62
2012-08-23,3.66
2012-08-30,3.59
2012-09-06,3.55
2012-09-13,3.55
2012-09-20,3.49
2012-09-27,3.40
2012-10-04,3.36
2012-10-11,3.39
2012-10-18,3.37
2012-10-25,3.41
2012-11-01,3.39
2012-11-08,3.40
2012-11-15,3.34
2012-11-21,3.31
2012-11-29,3.32
2012-12-06,3.34
2012-12-13,3.32
2012-12-20,3.37
2012-12-27,3.35
2013-01-03,3.34
2013-01-10,3.40
2013-01-17,3.38
2013-01-24,3.42
2013-01-31,3.53
2013-02-07,3.53
2013-02-14,3.53
2013-02-21,3.56
2013-02-28,3.51
2013-03-07,3.52
2013-03-14,3.63
2013-03-21,3.54
2013-03-28,3.57
2013-04-04,3.54
2013-04-11,3.43
2013-04-18,3.41
2013-04-25,3.40
2013-05-02,3.35
2013-05-09,3.42
2013-05-16,3.51
2013-05-23,3.59
2013-05-30,3.81
2013-06-06,3.91
2013-06-13,3.98
2013-06-20,3.93
2013-06-27,4.46
2013-07-03,4.29
2013-07-11,4.51
2013-07-18,4.37
2013-07-25,4.31
2013-08-01,4.39
2013-08-08,4.40
2013-08-15,4.40
2013-08-22,4.58
2013-08-29,4.51
2013-09-05,4.57
2013-09-12,4.57
2013-09-19,4.50
2013-09-26,4.32
2013-10-03,4.22
2013-10-10,4.23
2013-10-17,4.28
2013-10-24,4.13
2013-10-31,4.10
2013-11-07,4.16
2013-11-14,4.35
2013-11-21,4.22
2013-11-27,4.29
2013-12-05,4.46
2013-12-12,4.42
2013-12-19,4.47
2013-12-26,4.48
2014-01-02,4.53
2014-01-09,4.51
2014-01-16,4.41
2014-01-23,4.39
2014-01-30,4.32
2014-02-06,4.23
2014-02-13,4.28
2014-02-20,4.33
2014-02-27,4.37
2014-03-06,4.28
2014-03-13,4.37
2014-03-20,4.32
2014-03-27,4.40
2014-04-03,4.41
2014-04-10,4.34
2014-04-17,4.27
2014-04-24,4.33
2014-05-01,4.29
2014-05-08,4.21
2014-05-15,4.20
2014-05-22,4.14
2014-05-29,4.12
2014-06-05,4.14
2014-06-12,4.20
2014-06-19,4.17
2014-06-26,4.14
2014-07-03,4.12
2014-07-10,4.15
2014-07-17,4.13
2014-07-24,4.13
2014-07-31,4.12
2014-08-07,4.14
2014-08-14,4.12
2014-08-21,4.10
2014-08-28,4.10
2014-09-04,4.10
2014-09-11,4.12
2014-09-18,4.23
2014-09-25,4.20
2014-10-02,4.19
2014-10-09,4.12
2014-10-16,3.97
2014-10-23,3.92
2014-10-30,3.98
2014-11-06,4.02
2014-11-13,4.01
2014-11-20,3.99
2014-11-26,3.97
2014-12-04,3.89
2014-12-11,3.93
2014-12-18,3.80
2014-12-24,3.83
2014-12-31,3.87
2015-01-08,3.73
2015-01-15,3.66
2015-01-22,3.63
2015-01-29,3.66
2015-02-05,3.59
2015-02-12,3.69
2015-02-19,3.76
2015-02-26,3.80
2015-03-05,3.75
2015-03-12,3.86
2015-03-19,3.78
2015-03-26,3.69
2015-04-02,3.70
2015-04-09,3.66
2015-04-16,3.67
2015-04-23,3.65
2015-04-30,3.68
2015-05-07,3.80
2015-05-14,3.85
2015-05-21,3.84
2015-05-28,3.87
2015-06-04,3.87
2015-06-11,4.04
2015-06-18,4.00
2015-06-25,4.02
2015-07-02,4.08
2015-07-09,4.04
2015-07-16,4.09
2015-07-23,4.04
2015-07-30,3.98
2015-08-06,3.91
2015-08-13,3.94
2015-08-20,3.93
2015-08-27,3.84
2015-09-03,3.89
2015-09-10,3.90
2015-09-17,3.91
2015-09-24,3.86
2015-10-01,3.85
2015-10-08,3.76
2015-10-15,3.82
2015-10-22,3.79
2015-10-29,3.76
2015-11-05,3.87
2015-11-12,3.98
2015-11-19,3.97
2015-11-25,3.95
2015-12-03,3.93
2015-12-10,3.95
2015-12-17,3.97
2015-12-24,3.96
2015-12-31,4.01
2016-01-07,3.97
2016-01-14,3.92
2016-01-21,3.81
2016-01-28,3.79
2016-02-04,3.72
2016-02-11,3.65
2016-02-18,3.65
2016-02-25,3.62
2016-03-03,3.64
2016-03-10,3.68
2016-03-17,3.73
2016-03-24,3.71
2016-03-31,3.71
2016-04-07,3.59
2016-04-14,3.58
2016-04-21,3.59
2016-04-28,3.66
2016-05-05,3.61
2016-05-12,3.57
2016-05-19,3.58
2016-05-26,3.64
2016-06-02,3.66
2016-06-09,3.60
2016-06-16,3.54
2016-06-23,3.56
2016-06-30,3.48
2016-07-07,3.41
2016-07-14,3.42
2016-07-21,3.45
2016-07-28,3.48
2016-08-04,3.43
2016-08-11,3.45
2016-08-18,3.43
2016-08-25,3.43
2016-09-01,3.46
2016-09-08,3.44
2016-09-15,3.50
2016-09-22,3.48
2016-09-29,3.42
2016-10-06,3.42
2016-10-13,3.47
2016-10-20,3.52
2016-10-27,3.47
2016-11-03,3.54
2016-11-10,3.57
2016-11-17,3.94
2016-11-23,4.03
2016-12-01,4.08
2016-12-08,4.13
2016-12-15,4.16
2016-12-22,4.30
2016-12-29,4.32
2017-01-05,4.20
2017-01-12,4.12
2017-01-19,4.09
2017-01-26,4.19
2017-02-02,4.19
2017-02-09,4.17
2017-02-16,4.15
2017-02-23,4.16
2017-03-02,4.10
2017-03-09,4.21
2017-03-16,4.30
2017-03-23,4.23
2017-03-30,4.14
2017-04-06,4.10
2017-04-13,4.08
2017-04-20,3.97
2017-04-27,4.03
2017-05-04,4.02
2017-05-11,4.05
2017-05-18,4.02
2017-05-25,3.95
2017-06-01,3.94
2017-06-08,3.89
2017-06-15,3.91
2017-06-22,3.90
2017-06-29,3.88
2017-07-06,3.96
2017-07-13,4.03
2017-07-20,3.96
2017-07-27,3.92
2017-08-03,3.93
2017-08-10,3.90
2017-08-17,3.89
2017-08-24,3.86
2017-08-31,3.82
2017-09-07,3.78
2017-09-14,3.78
2017-09-21,3.83
2017-09-28,3.83
2017-10-05,3.85
2017-10-12,3.91
2017-10-19,3.88
2017-10-26,3.94
2017-11-02,3.94
2017-11-09,3.90
2017-11-16,3.95
2017-11-22,3.92
2017-11-30,3.90
2017-12-07,3.94
2017-12-14,3.93
2017-12-21,3.94
2017-12-28,3.99
2018-01-04,3.95
2018-01-11,3.99
2018-01-18,4.04
2018-01-25,4.15
2018-02-01,4.22
2018-02-08,4.32
2018-02-15,4.38
2018-02-22,4.40
2018-03-01,4.43
2018-03-08,4.46
2018-03-15,4.44
2018-03-22,4.45
2018-03-29,4.44
2018-04-05,4.40
2018-04-12,4.42
2018-04-19,4.47
2018-04-26,4.58
2018-05-03,4.55
2018-05-10,4.55
2018-05-17,4.61
2018-05-24,4.66
2018-05-31,4.56
2018-06-07,4.54
2018-06-14,4.62
2018-06-21,4.57
2018-06-28,4.55
2018-07-05,4.52
2018-07-12,4.53
2018-07-19,4.52
2018-07-26,4.54
2018-08-02,4.60
2018-08-09,4.59
2018-08-16,4.53
2018-08-23,4.51
2018-08-30,4.52
2018-09-06,4.54
2018-09-13,4.60
2018-09-20,4.65
2018-09-27,4.72
2018-10-04,4.71
2018-10-11,4.90
2018-10-18,4.85
2018-10-25,4.86
2018-11-01,4.83
2018-11-08,4.94
2018-11-15,4.94
2018-11-21,4.81
2018-11-29,4.81
2018-12-06,4.75
2018-12-13,4.63
2018-12-20,4.62
2018-12-27,4.55
2019-01-03,4.51
2019-01-10,4.45
2019-01-17,4.45
2019-01-24,4.45
2019-01-31,4.46
2019-02-07,4.41
2019-02-14,4.37
2019-02-21,4.35
2019-02-28,4.35
2019-03-07,4.41
2019-03-14,4.31
2019-03-21,4.28
2019-03-28,4.06
2019-04-04,4.08
2019-04-11,4.12
2019-04-18,4.17
2019-04-25,4.20
2019-05-02,4.14
2019-05-09,4.10
2019-05-16,4.07
2019-05-23,4.06
2019-05-30,3.99
2019-06-06,3.82
2019-06-13,3.82
2019-06-20,3.84
2019-06-27,3.73
2019-07-03,3.75
2019-07-11,3.75
2019-07-18,3.81
2019-07-25,3.75
2019-08-01,3.75
2019-08-08,3.60
2019-08-15,3.60
2019-08-22,3.55
2019-08-29,3.58
2019-09-05,3.49
2019-09-12,3.56
2019-09-19,3.73
2019-09-26,3.64
2019-10-03,3.65
2019-10-10,3.57
2019-10-17,3.69
2019-10-24,3.75
2019-10-31,3.78
2019-11-07,3.69
2019-11-14,3.75
2019-11-21,3.66
2019-11-27,3.68
2019-12-05,3.68
2019-12-12,3.73
2019-12-19,3.73
2019-12-26,3.74
2020-01-02,3.72
2020-01-09,3.64
2020-01-16,3.65
2020-01-23,3.60
2020-01-30,3.51
2020-02-06,3.45
2020-02-13,3.47
2020-02-20,3.49
2020-02-27,3.45
2020-03-05,3.29
2020-03-12,3.36
2020-03-19,3.65
2020-03-26,3.50
2020-04-02,3.33
2020-04-09,3.33
2020-04-16,3.31
2020-04-23,3.33
2020-04-30,3.23
2020-05-07,3.26
2020-05-14,3.28
2020-05-21,3.24
2020-05-28,3.15
2020-06-04,3.18
2020-06-11,3.21
2020-06-18,3.13
2020-06-25,3.13
2020-07-02,3.07
2020-07-09,3.03
2020-07-16,2.98
2020-07-23,3.01
2020-07-30,2.99
2020-08-06,2.88
2020-08-13,2.96
2020-08-20,2.99
2020-08-27,2.91
2020-09-03,2.93
2020-09-10,2.86
2020-09-17,2.87
2020-09-24,2.90
2020-10-01,2.88
2020-10-08,2.87
2020-10-15,2.81
2020-10-22,2.80
2020-10-29,2.81
2020-11-05,2.78
2020-11-12,2.84
2020-11-19,2.72
2020-11-25,2.72
2020-12-03,2.71
2020-12-10,2.71
2020-12-17,2.67
2020-12-24,2.66
2020-12-31,2.67
2021-01-07,2.65
2021-01-14,2.79
2021-01-21,2.77
2021-01-28,2.73
2021-02-04,2.73
2021-02-11,2.73
2021-02-18,2.81
2021-02-25,2.97
2021-03-04,3.02
2021-03-11,3.05
2021-03-18,3.09
2021-03-25,3.17
2021-04-01,3.18
2021-04-08,3.13
2021-04-15,3.04
2021-04-22,2.97
2021-04-29,2.98
2021-05-06,2.96
2021-05-13,2.94
2021-05-20,3.00
2021-05-27,2.95
2021-06-03,2.99
2021-06-10,2.96
2021-06-17,2.93
2021-06-24,3.02
2021-07-01,2.98
2021-07-08,2.90
2021-07-15,2.88
2021-07-22,2.78
2021-07-29,2.80
